----------------------------------------------------------------------
Data values
----------------------------------------------------------------------
Data by Sector
Sector: #1 39% exposure, 58 km/hr windspeed
Sector: #95 69% exposure, 38 km/hr windspeed
Sector: #226 70% exposure, 12 km/hr windspeed
Sector: #132 70% exposure, 46 km/hr windspeed
Sector: #459 70% exposure, 7 km/hr windspeed
Sector: #407 70% exposure, 25 km/hr windspeed
Sector: #316 70% exposure, 18 km/hr windspeed
Sector: #433 70% exposure, 28 km/hr windspeed
Sector: #173 70% exposure, 25 km/hr windspeed
Sector: #83 70% exposure, 35 km/hr windspeed
Sector: #420 70% exposure, 31 km/hr windspeed
Sector: #289 70% exposure, 57 km/hr windspeed
Sector: #116 70% exposure, 19 km/hr windspeed
Sector: #282 70% exposure, 54 km/hr windspeed
Sector: #290 70% exposure, 21 km/hr windspeed
Sector: #402 70% exposure, 37 km/hr windspeed
Sector: #43 71% exposure, 22 km/hr windspeed
Sector: #497 71% exposure, 18 km/hr windspeed
Sector: #34 71% exposure, 36 km/hr windspeed
Sector: #185 71% exposure, 7 km/hr windspeed
Sector: #396 71% exposure, 13 km/hr windspeed
Sector: #38 71% exposure, 36 km/hr windspeed
Sector: #408 71% exposure, 34 km/hr windspeed
Sector: #98 71% exposure, 45 km/hr windspeed
Sector: #19 71% exposure, 7 km/hr windspeed
Sector: #211 71% exposure, 24 km/hr windspeed
Sector: #348 72% exposure, 11 km/hr windspeed
Sector: #112 72% exposure, 13 km/hr windspeed
Sector: #265 72% exposure, 29 km/hr windspeed
Sector: #365 72% exposure, 16 km/hr windspeed
Sector: #482 72% exposure, 16 km/hr windspeed
Sector: #482 72% exposure, 60 km/hr windspeed
Sector: #405 72% exposure, 52 km/hr windspeed
Sector: #99 72% exposure, 49 km/hr windspeed
Sector: #446 72% exposure, 20 km/hr windspeed
Sector: #330 72% exposure, 19 km/hr windspeed
Sector: #393 72% exposure, 33 km/hr windspeed
Sector: #173 72% exposure, 37 km/hr windspeed
Sector: #484 72% exposure, 29 km/hr windspeed
Sector: #409 73% exposure, 24 km/hr windspeed
Sector: #374 73% exposure, 32 km/hr windspeed
Sector: #454 73% exposure, 36 km/hr windspeed
Sector: #203 73% exposure, 18 km/hr windspeed
Sector: #296 73% exposure, 38 km/hr windspeed
Sector: #417 73% exposure, 43 km/hr windspeed
Sector: #380 73% exposure, 22 km/hr windspeed
Sector: #424 73% exposure, 48 km/hr windspeed
Sector: #68 74% exposure, 45 km/hr windspeed
Sector: #391 74% exposure, 37 km/hr windspeed
Sector: #444 74% exposure, 18 km/hr windspeed
Sector: #155 74% exposure, 58 km/hr windspeed
Sector: #224 74% exposure, 58 km/hr windspeed
Sector: #146 74% exposure, 13 km/hr windspeed
Sector: #17 74% exposure, 35 km/hr windspeed
Sector: #213 74% exposure, 33 km/hr windspeed
Sector: #291 74% exposure, 33 km/hr windspeed
Sector: #337 74% exposure, 61 km/hr windspeed
Sector: #228 74% exposure, 12 km/hr windspeed
Sector: #273 74% exposure, 21 km/hr windspeed
Sector: #489 75% exposure, 31 km/hr windspeed
Sector: #260 75% exposure, 11 km/hr windspeed
Sector: #237 75% exposure, 51 km/hr windspeed
Sector: #63 75% exposure, 30 km/hr windspeed
Sector: #243 75% exposure, 10 km/hr windspeed
Sector: #277 75% exposure, 12 km/hr windspeed
Sector: #4 76% exposure, 10 km/hr windspeed
Sector: #1 76% exposure, 30 km/hr windspeed
Sector: #57 76% exposure, 38 km/hr windspeed
Sector: #337 76% exposure, 26 km/hr windspeed
Sector: #473 76% exposure, 53 km/hr windspeed
Sector: #307 76% exposure, 25 km/hr windspeed
Sector: #398 76% exposure, 49 km/hr windspeed
Sector: #411 77% exposure, 27 km/hr windspeed
Sector: #476 77% exposure, 17 km/hr windspeed
Sector: #118 77% exposure, 11 km/hr windspeed
Sector: #52 77% exposure, 33 km/hr windspeed
Sector: #378 78% exposure, 12 km/hr windspeed
Sector: #246 78% exposure, 18 km/hr windspeed
Sector: #437 78% exposure, 48 km/hr windspeed
Sector: #51 78% exposure, 67 km/hr windspeed
Sector: #420 78% exposure, 12 km/hr windspeed
Sector: #431 78% exposure, 6 km/hr windspeed
Sector: #413 78% exposure, 29 km/hr windspeed
Sector: #175 78% exposure, 42 km/hr windspeed
Sector: #168 78% exposure, 29 km/hr windspeed
Sector: #215 78% exposure, 21 km/hr windspeed
Sector: #181 78% exposure, 46 km/hr windspeed
Sector: #401 78% exposure, 18 km/hr windspeed
Sector: #83 79% exposure, 28 km/hr windspeed
Sector: #54 79% exposure, 35 km/hr windspeed
Sector: #225 79% exposure, 20 km/hr windspeed
Sector: #254 79% exposure, 4 km/hr windspeed
Sector: #346 79% exposure, 28 km/hr windspeed
Sector: #469 79% exposure, 40 km/hr windspeed
Sector: #76 79% exposure, 35 km/hr windspeed
Sector: #67 79% exposure, 34 km/hr windspeed
Sector: #91 79% exposure, 62 km/hr windspeed
Sector: #495 80% exposure, 53 km/hr windspeed
Sector: #421 80% exposure, 33 km/hr windspeed
Sector: #147 80% exposure, 21 km/hr windspeed
Sector: #217 80% exposure, 35 km/hr windspeed
Sector: #353 80% exposure, 28 km/hr windspeed
Sector: #386 80% exposure, 50 km/hr windspeed
Sector: #7 80% exposure, 31 km/hr windspeed
Sector: #43 80% exposure, 10 km/hr windspeed
Sector: #228 80% exposure, 39 km/hr windspeed
Sector: #366 81% exposure, 11 km/hr windspeed
Sector: #263 81% exposure, 58 km/hr windspeed
Sector: #151 81% exposure, 25 km/hr windspeed
Sector: #174 81% exposure, 17 km/hr windspeed
Sector: #151 81% exposure, 9 km/hr windspeed
Sector: #484 81% exposure, 4 km/hr windspeed
Sector: #372 81% exposure, 30 km/hr windspeed
Sector: #465 81% exposure, 25 km/hr windspeed
Sector: #401 81% exposure, 62 km/hr windspeed
Sector: #99 81% exposure, 40 km/hr windspeed
Sector: #328 81% exposure, 18 km/hr windspeed
Sector: #219 81% exposure, 46 km/hr windspeed
Sector: #186 81% exposure, 7 km/hr windspeed
Sector: #412 81% exposure, 59 km/hr windspeed
Sector: #218 81% exposure, 31 km/hr windspeed
Sector: #401 81% exposure, 17 km/hr windspeed
Sector: #191 82% exposure, 4 km/hr windspeed
Sector: #343 82% exposure, 1 km/hr windspeed
Sector: #394 82% exposure, 21 km/hr windspeed
Sector: #152 82% exposure, 20 km/hr windspeed
Sector: #328 82% exposure, 8 km/hr windspeed
Sector: #186 82% exposure, 19 km/hr windspeed
Sector: #297 82% exposure, 24 km/hr windspeed
Sector: #115 82% exposure, 10 km/hr windspeed
Sector: #327 82% exposure, 31 km/hr windspeed
Sector: #462 82% exposure, 46 km/hr windspeed
Sector: #102 82% exposure, 69 km/hr windspeed
Sector: #381 82% exposure, 40 km/hr windspeed
Sector: #142 83% exposure, 36 km/hr windspeed
Sector: #489 83% exposure, 16 km/hr windspeed
Sector: #57 83% exposure, 18 km/hr windspeed
Sector: #163 83% exposure, 24 km/hr windspeed
Sector: #172 83% exposure, 3 km/hr windspeed
Sector: #285 83% exposure, 25 km/hr windspeed
Sector: #477 84% exposure, 11 km/hr windspeed
Sector: #353 84% exposure, 33 km/hr windspeed
Sector: #218 84% exposure, 22 km/hr windspeed
Sector: #265 84% exposure, 32 km/hr windspeed
Sector: #26 84% exposure, 27 km/hr windspeed
Sector: #177 84% exposure, 24 km/hr windspeed
Sector: #426 84% exposure, 69 km/hr windspeed
Sector: #53 84% exposure, 26 km/hr windspeed
Sector: #91 84% exposure, 20 km/hr windspeed
Sector: #394 84% exposure, 52 km/hr windspeed
Sector: #258 84% exposure, 7 km/hr windspeed
Sector: #60 85% exposure, 45 km/hr windspeed
Sector: #96 85% exposure, 50 km/hr windspeed
Sector: #277 85% exposure, 33 km/hr windspeed
Sector: #332 85% exposure, 21 km/hr windspeed
Sector: #378 85% exposure, 9 km/hr windspeed
Sector: #132 85% exposure, 43 km/hr windspeed
Sector: #90 85% exposure, 21 km/hr windspeed
Sector: #338 85% exposure, 58 km/hr windspeed
Sector: #388 85% exposure, 23 km/hr windspeed
Sector: #165 86% exposure, 5 km/hr windspeed
Sector: #39 86% exposure, 6 km/hr windspeed
Sector: #72 86% exposure, 33 km/hr windspeed
Sector: #364 86% exposure, 2 km/hr windspeed
Sector: #362 86% exposure, 4 km/hr windspeed
Sector: #321 86% exposure, 21 km/hr windspeed
Sector: #149 87% exposure, 42 km/hr windspeed
Sector: #217 87% exposure, 41 km/hr windspeed
Sector: #364 87% exposure, 34 km/hr windspeed
Sector: #381 87% exposure, 10 km/hr windspeed
Sector: #377 87% exposure, 36 km/hr windspeed
Sector: #216 87% exposure, 16 km/hr windspeed
Sector: #13 87% exposure, 19 km/hr windspeed
Sector: #57 87% exposure, 34 km/hr windspeed
Sector: #208 87% exposure, 38 km/hr windspeed
Sector: #9 87% exposure, 34 km/hr windspeed
Sector: #394 88% exposure, 54 km/hr windspeed
Sector: #230 88% exposure, 26 km/hr windspeed
Sector: #397 88% exposure, 10 km/hr windspeed
Sector: #249 88% exposure, 6 km/hr windspeed
Sector: #314 88% exposure, 14 km/hr windspeed
Sector: #196 88% exposure, 46 km/hr windspeed
Sector: #286 88% exposure, 23 km/hr windspeed
Sector: #415 88% exposure, 30 km/hr windspeed
Sector: #107 89% exposure, 35 km/hr windspeed
Sector: #8 89% exposure, 10 km/hr windspeed
Sector: #179 89% exposure, 36 km/hr windspeed
Sector: #11 89% exposure, 19 km/hr windspeed
Sector: #127 89% exposure, 53 km/hr windspeed
Sector: #355 89% exposure, 14 km/hr windspeed
Sector: #390 89% exposure, 50 km/hr windspeed
Sector: #58 89% exposure, 28 km/hr windspeed
Sector: #429 90% exposure, 25 km/hr windspeed
Sector: #271 90% exposure, 36 km/hr windspeed
Sector: #405 90% exposure, 55 km/hr windspeed
Sector: #342 90% exposure, 5 km/hr windspeed
Sector: #106 90% exposure, 5 km/hr windspeed
Sector: #385 90% exposure, 2 km/hr windspeed
Sector: #436 90% exposure, 17 km/hr windspeed
Sector: #398 90% exposure, 4 km/hr windspeed
Sector: #364 90% exposure, 6 km/hr windspeed
Sector: #177 90% exposure, 20 km/hr windspeed
Sector: #422 90% exposure, 51 km/hr windspeed
Sector: #179 90% exposure, 35 km/hr windspeed
Sector: #487 90% exposure, 26 km/hr windspeed
Sector: #162 90% exposure, 27 km/hr windspeed
Sector: #456 90% exposure, 36 km/hr windspeed
Sector: #168 91% exposure, 43 km/hr windspeed
Sector: #11 91% exposure, 33 km/hr windspeed
Sector: #143 91% exposure, 30 km/hr windspeed
Sector: #358 91% exposure, 11 km/hr windspeed
Sector: #22 91% exposure, 40 km/hr windspeed
Sector: #332 91% exposure, 5 km/hr windspeed
Sector: #152 91% exposure, 55 km/hr windspeed
Sector: #261 91% exposure, 31 km/hr windspeed
Sector: #115 91% exposure, 14 km/hr windspeed
Sector: #466 91% exposure, 13 km/hr windspeed
Sector: #432 91% exposure, 16 km/hr windspeed
Sector: #225 91% exposure, 25 km/hr windspeed
Sector: #334 92% exposure, 22 km/hr windspeed
Sector: #244 92% exposure, 29 km/hr windspeed
Sector: #196 92% exposure, 41 km/hr windspeed
Sector: #179 92% exposure, 45 km/hr windspeed
Sector: #81 92% exposure, 14 km/hr windspeed
Sector: #17 92% exposure, 23 km/hr windspeed
Sector: #198 92% exposure, 12 km/hr windspeed
Sector: #453 93% exposure, 2 km/hr windspeed
Sector: #190 93% exposure, 20 km/hr windspeed
Sector: #6 93% exposure, 36 km/hr windspeed
Sector: #340 93% exposure, 26 km/hr windspeed
Sector: #114 93% exposure, 37 km/hr windspeed
Sector: #185 93% exposure, 20 km/hr windspeed
Sector: #168 93% exposure, 24 km/hr windspeed
Sector: #366 93% exposure, 49 km/hr windspeed
Sector: #322 93% exposure, 50 km/hr windspeed
Sector: #455 93% exposure, 67 km/hr windspeed
Sector: #162 94% exposure, 7 km/hr windspeed
Sector: #50 94% exposure, 1 km/hr windspeed
Sector: #240 94% exposure, 30 km/hr windspeed
Sector: #197 94% exposure, 43 km/hr windspeed
Sector: #253 94% exposure, 49 km/hr windspeed
Sector: #369 95% exposure, 27 km/hr windspeed
Sector: #8 95% exposure, 10 km/hr windspeed
Sector: #214 95% exposure, 28 km/hr windspeed
Sector: #288 95% exposure, 7 km/hr windspeed
Sector: #94 95% exposure, 17 km/hr windspeed
Sector: #383 95% exposure, 19 km/hr windspeed
Sector: #283 95% exposure, 8 km/hr windspeed
Sector: #104 96% exposure, 27 km/hr windspeed
Sector: #403 96% exposure, 24 km/hr windspeed
Sector: #435 96% exposure, 41 km/hr windspeed
Sector: #417 96% exposure, 13 km/hr windspeed
Sector: #191 96% exposure, 19 km/hr windspeed
Sector: #429 96% exposure, 10 km/hr windspeed
Sector: #467 96% exposure, 57 km/hr windspeed
Sector: #365 96% exposure, 22 km/hr windspeed
Sector: #212 96% exposure, 15 km/hr windspeed
Sector: #59 96% exposure, 7 km/hr windspeed
Sector: #321 97% exposure, 2 km/hr windspeed
Sector: #354 97% exposure, 43 km/hr windspeed
Sector: #66 97% exposure, 21 km/hr windspeed
Sector: #281 97% exposure, 35 km/hr windspeed
Sector: #464 97% exposure, 35 km/hr windspeed
Sector: #108 97% exposure, 62 km/hr windspeed
Sector: #118 97% exposure, 6 km/hr windspeed
Sector: #478 97% exposure, 57 km/hr windspeed
Sector: #272 97% exposure, 40 km/hr windspeed
Sector: #345 97% exposure, 16 km/hr windspeed
Sector: #327 97% exposure, 22 km/hr windspeed
Sector: #280 97% exposure, 53 km/hr windspeed
Sector: #354 98% exposure, 9 km/hr windspeed
Sector: #216 98% exposure, 32 km/hr windspeed
Sector: #236 98% exposure, 47 km/hr windspeed
Sector: #338 98% exposure, 2 km/hr windspeed
Sector: #162 98% exposure, 28 km/hr windspeed
Sector: #340 98% exposure, 34 km/hr windspeed
Sector: #459 98% exposure, 37 km/hr windspeed
Sector: #234 98% exposure, 53 km/hr windspeed
Sector: #339 98% exposure, 41 km/hr windspeed
Sector: #418 98% exposure, 22 km/hr windspeed
Sector: #446 98% exposure, 2 km/hr windspeed
Sector: #274 98% exposure, 19 km/hr windspeed
Sector: #14 98% exposure, 28 km/hr windspeed
Sector: #102 99% exposure, 44 km/hr windspeed
Sector: #11 99% exposure, 36 km/hr windspeed
Sector: #97 99% exposure, 42 km/hr windspeed
Sector: #179 99% exposure, 46 km/hr windspeed
Sector: #272 99% exposure, 8 km/hr windspeed
Sector: #41 100% exposure, 33 km/hr windspeed
Sector: #372 100% exposure, 54 km/hr windspeed
Sector: #45 100% exposure, 13 km/hr windspeed
Sector: #75 100% exposure, 21 km/hr windspeed
Sector: #29 100% exposure, 44 km/hr windspeed
Sector: #482 100% exposure, 6 km/hr windspeed
Sector: #480 100% exposure, 10 km/hr windspeed
Sector: #4 100% exposure, 15 km/hr windspeed
Sector: #312 100% exposure, 23 km/hr windspeed
Sector: #441 100% exposure, 45 km/hr windspeed
Sector: #259 100% exposure, 6 km/hr windspeed
Data by Speed
Sector: #421 26% exposure, 1 km/hr windspeed
Sector: #303 39% exposure, 1 km/hr windspeed
Sector: #383 53% exposure, 1 km/hr windspeed
Sector: #210 69% exposure, 1 km/hr windspeed
Sector: #343 82% exposure, 1 km/hr windspeed
Sector: #486 57% exposure, 1 km/hr windspeed
Sector: #50 94% exposure, 1 km/hr windspeed
Sector: #4 30% exposure, 1 km/hr windspeed
Sector: #153 58% exposure, 1 km/hr windspeed
Sector: #219 65% exposure, 1 km/hr windspeed
Sector: #264 9% exposure, 2 km/hr windspeed
Sector: #453 93% exposure, 2 km/hr windspeed
Sector: #263 24% exposure, 2 km/hr windspeed
Sector: #321 97% exposure, 2 km/hr windspeed
Sector: #422 55% exposure, 2 km/hr windspeed
Sector: #385 90% exposure, 2 km/hr windspeed
Sector: #260 52% exposure, 2 km/hr windspeed
Sector: #338 98% exposure, 2 km/hr windspeed
Sector: #70 29% exposure, 2 km/hr windspeed
Sector: #319 22% exposure, 2 km/hr windspeed
Sector: #286 50% exposure, 2 km/hr windspeed
Sector: #386 53% exposure, 2 km/hr windspeed
Sector: #364 86% exposure, 2 km/hr windspeed
Sector: #352 43% exposure, 2 km/hr windspeed
Sector: #337 19% exposure, 2 km/hr windspeed
Sector: #298 40% exposure, 2 km/hr windspeed
Sector: #446 98% exposure, 2 km/hr windspeed
Sector: #333 14% exposure, 2 km/hr windspeed
Sector: #434 8% exposure, 2 km/hr windspeed
Sector: #449 50% exposure, 3 km/hr windspeed
Sector: #314 34% exposure, 3 km/hr windspeed
Sector: #498 46% exposure, 3 km/hr windspeed
Sector: #175 19% exposure, 3 km/hr windspeed
Sector: #38 43% exposure, 3 km/hr windspeed
Sector: #390 35% exposure, 3 km/hr windspeed
Sector: #386 41% exposure, 3 km/hr windspeed
Sector: #446 21% exposure, 3 km/hr windspeed
Sector: #172 83% exposure, 3 km/hr windspeed
Sector: #342 29% exposure, 4 km/hr windspeed
Sector: #116 17% exposure, 4 km/hr windspeed
Sector: #191 82% exposure, 4 km/hr windspeed
Sector: #398 90% exposure, 4 km/hr windspeed
Sector: #360 66% exposure, 4 km/hr windspeed
Sector: #484 81% exposure, 4 km/hr windspeed
Sector: #254 79% exposure, 4 km/hr windspeed
Sector: #486 50% exposure, 4 km/hr windspeed
Sector: #450 8% exposure, 4 km/hr windspeed
Sector: #9 58% exposure, 4 km/hr windspeed
Sector: #484 66% exposure, 4 km/hr windspeed
Sector: #180 14% exposure, 4 km/hr windspeed
Sector: #362 86% exposure, 4 km/hr windspeed
Sector: #76 17% exposure, 4 km/hr windspeed
Sector: #342 90% exposure, 5 km/hr windspeed
Sector: #106 90% exposure, 5 km/hr windspeed
Sector: #50 18% exposure, 5 km/hr windspeed
Sector: #385 33% exposure, 5 km/hr windspeed
Sector: #165 86% exposure, 5 km/hr windspeed
Sector: #363 55% exposure, 5 km/hr windspeed
Sector: #279 24% exposure, 5 km/hr windspeed
Sector: #136 44% exposure, 5 km/hr windspeed
Sector: #51 38% exposure, 5 km/hr windspeed
Sector: #26 68% exposure, 5 km/hr windspeed
Sector: #101 13% exposure, 5 km/hr windspeed
Sector: #6 19% exposure, 5 km/hr windspeed
Sector: #11 48% exposure, 5 km/hr windspeed
Sector: #332 91% exposure, 5 km/hr windspeed
Sector: #36 43% exposure, 5 km/hr windspeed
Sector: #14 21% exposure, 5 km/hr windspeed
Sector: #261 64% exposure, 5 km/hr windspeed
Sector: #101 48% exposure, 5 km/hr windspeed
Sector: #108 34% exposure, 6 km/hr windspeed
Sector: #9 30% exposure, 6 km/hr windspeed
Sector: #364 90% exposure, 6 km/hr windspeed
Sector: #118 97% exposure, 6 km/hr windspeed
Sector: #431 78% exposure, 6 km/hr windspeed
Sector: #230 34% exposure, 6 km/hr windspeed
Sector: #39 86% exposure, 6 km/hr windspeed
Sector: #225 1% exposure, 6 km/hr windspeed
Sector: #249 88% exposure, 6 km/hr windspeed
Sector: #482 100% exposure, 6 km/hr windspeed
Sector: #7 45% exposure, 6 km/hr windspeed
Sector: #98 59% exposure, 6 km/hr windspeed
Sector: #400 40% exposure, 6 km/hr windspeed
Sector: #447 42% exposure, 6 km/hr windspeed
Sector: #321 48% exposure, 6 km/hr windspeed
Sector: #259 100% exposure, 6 km/hr windspeed
Sector: #459 70% exposure, 7 km/hr windspeed
Sector: #317 13% exposure, 7 km/hr windspeed
Sector: #372 42% exposure, 7 km/hr windspeed
Sector: #408 27% exposure, 7 km/hr windspeed
Sector: #301 58% exposure, 7 km/hr windspeed
Sector: #162 94% exposure, 7 km/hr windspeed
Sector: #495 62% exposure, 7 km/hr windspeed
Sector: #185 71% exposure, 7 km/hr windspeed
Sector: #59 96% exposure, 7 km/hr windspeed
Sector: #288 95% exposure, 7 km/hr windspeed
Sector: #10 26% exposure, 7 km/hr windspeed
Sector: #366 20% exposure, 7 km/hr windspeed
Sector: #74 22% exposure, 7 km/hr windspeed
Sector: #455 66% exposure, 7 km/hr windspeed
Sector: #186 81% exposure, 7 km/hr windspeed
Sector: #19 71% exposure, 7 km/hr windspeed
Sector: #258 84% exposure, 7 km/hr windspeed
Sector: #206 8% exposure, 8 km/hr windspeed
Sector: #341 44% exposure, 8 km/hr windspeed
Sector: #376 17% exposure, 8 km/hr windspeed
Sector: #313 41% exposure, 8 km/hr windspeed
Sector: #50 33% exposure, 8 km/hr windspeed
Sector: #322 2% exposure, 8 km/hr windspeed
Sector: #154 20% exposure, 8 km/hr windspeed
Sector: #410 2% exposure, 8 km/hr windspeed
Sector: #328 82% exposure, 8 km/hr windspeed
Sector: #217 1% exposure, 8 km/hr windspeed
Sector: #273 30% exposure, 8 km/hr windspeed
Sector: #396 46% exposure, 8 km/hr windspeed
Sector: #214 23% exposure, 8 km/hr windspeed
Sector: #423 31% exposure, 8 km/hr windspeed
Sector: #32 18% exposure, 8 km/hr windspeed
Sector: #148 53% exposure, 8 km/hr windspeed
Sector: #390 15% exposure, 8 km/hr windspeed
Sector: #283 95% exposure, 8 km/hr windspeed
Sector: #243 27% exposure, 8 km/hr windspeed
Sector: #336 53% exposure, 8 km/hr windspeed
Sector: #272 99% exposure, 8 km/hr windspeed
Sector: #354 98% exposure, 9 km/hr windspeed
Sector: #494 1% exposure, 9 km/hr windspeed
Sector: #96 55% exposure, 9 km/hr windspeed
Sector: #403 67% exposure, 9 km/hr windspeed
Sector: #69 25% exposure, 9 km/hr windspeed
Sector: #151 81% exposure, 9 km/hr windspeed
Sector: #320 50% exposure, 9 km/hr windspeed
Sector: #378 85% exposure, 9 km/hr windspeed
Sector: #179 36% exposure, 9 km/hr windspeed
Sector: #445 7% exposure, 9 km/hr windspeed
Sector: #119 58% exposure, 9 km/hr windspeed
Sector: #109 60% exposure, 9 km/hr windspeed
Sector: #243 60% exposure, 9 km/hr windspeed
Sector: #54 51% exposure, 9 km/hr windspeed
Sector: #4 76% exposure, 10 km/hr windspeed
Sector: #65 22% exposure, 10 km/hr windspeed
Sector: #241 38% exposure, 10 km/hr windspeed
Sector: #108 30% exposure, 10 km/hr windspeed
Sector: #432 7% exposure, 10 km/hr windspeed
Sector: #381 87% exposure, 10 km/hr windspeed
Sector: #182 17% exposure, 10 km/hr windspeed
Sector: #397 88% exposure, 10 km/hr windspeed
Sector: #8 89% exposure, 10 km/hr windspeed
Sector: #232 53% exposure, 10 km/hr windspeed
Sector: #20 10% exposure, 10 km/hr windspeed
Sector: #8 95% exposure, 10 km/hr windspeed
Sector: #129 53% exposure, 10 km/hr windspeed
Sector: #429 96% exposure, 10 km/hr windspeed
Sector: #156 50% exposure, 10 km/hr windspeed
Sector: #79 64% exposure, 10 km/hr windspeed
Sector: #322 64% exposure, 10 km/hr windspeed
Sector: #447 53% exposure, 10 km/hr windspeed
Sector: #243 75% exposure, 10 km/hr windspeed
Sector: #368 30% exposure, 10 km/hr windspeed
Sector: #480 100% exposure, 10 km/hr windspeed
Sector: #115 82% exposure, 10 km/hr windspeed
Sector: #158 37% exposure, 10 km/hr windspeed
Sector: #417 17% exposure, 10 km/hr windspeed
Sector: #390 12% exposure, 10 km/hr windspeed
Sector: #43 80% exposure, 10 km/hr windspeed
Sector: #158 25% exposure, 10 km/hr windspeed
Sector: #348 72% exposure, 11 km/hr windspeed
Sector: #366 81% exposure, 11 km/hr windspeed
Sector: #477 84% exposure, 11 km/hr windspeed
Sector: #260 75% exposure, 11 km/hr windspeed
Sector: #299 6% exposure, 11 km/hr windspeed
Sector: #435 35% exposure, 11 km/hr windspeed
Sector: #358 91% exposure, 11 km/hr windspeed
Sector: #118 77% exposure, 11 km/hr windspeed
Sector: #215 44% exposure, 11 km/hr windspeed
Sector: #305 42% exposure, 11 km/hr windspeed
Sector: #122 10% exposure, 11 km/hr windspeed
Sector: #371 20% exposure, 11 km/hr windspeed
Sector: #92 1% exposure, 11 km/hr windspeed
Sector: #28 39% exposure, 11 km/hr windspeed
Sector: #22 4% exposure, 11 km/hr windspeed
Sector: #400 22% exposure, 11 km/hr windspeed
Sector: #164 40% exposure, 11 km/hr windspeed
Sector: #226 70% exposure, 12 km/hr windspeed
Sector: #460 10% exposure, 12 km/hr windspeed
Sector: #378 78% exposure, 12 km/hr windspeed
Sector: #156 53% exposure, 12 km/hr windspeed
Sector: #29 49% exposure, 12 km/hr windspeed
Sector: #12 40% exposure, 12 km/hr windspeed
Sector: #420 78% exposure, 12 km/hr windspeed
Sector: #78 5% exposure, 12 km/hr windspeed
Sector: #185 10% exposure, 12 km/hr windspeed
Sector: #204 65% exposure, 12 km/hr windspeed
Sector: #284 15% exposure, 12 km/hr windspeed
Sector: #189 25% exposure, 12 km/hr windspeed
Sector: #189 36% exposure, 12 km/hr windspeed
Sector: #441 7% exposure, 12 km/hr windspeed
Sector: #59 1% exposure, 12 km/hr windspeed
Sector: #198 92% exposure, 12 km/hr windspeed
Sector: #35 59% exposure, 12 km/hr windspeed
Sector: #277 75% exposure, 12 km/hr windspeed
Sector: #264 8% exposure, 12 km/hr windspeed
Sector: #228 74% exposure, 12 km/hr windspeed
Sector: #236 23% exposure, 12 km/hr windspeed
Sector: #74 2% exposure, 13 km/hr windspeed
Sector: #403 48% exposure, 13 km/hr windspeed
Sector: #45 100% exposure, 13 km/hr windspeed
Sector: #22 7% exposure, 13 km/hr windspeed
Sector: #112 72% exposure, 13 km/hr windspeed
Sector: #249 53% exposure, 13 km/hr windspeed
Sector: #344 27% exposure, 13 km/hr windspeed
Sector: #384 41% exposure, 13 km/hr windspeed
Sector: #187 7% exposure, 13 km/hr windspeed
Sector: #420 2% exposure, 13 km/hr windspeed
Sector: #417 96% exposure, 13 km/hr windspeed
Sector: #285 68% exposure, 13 km/hr windspeed
Sector: #213 54% exposure, 13 km/hr windspeed
Sector: #261 28% exposure, 13 km/hr windspeed
Sector: #350 23% exposure, 13 km/hr windspeed
Sector: #396 71% exposure, 13 km/hr windspeed
Sector: #260 14% exposure, 13 km/hr windspeed
Sector: #254 50% exposure, 13 km/hr windspeed
Sector: #105 33% exposure, 13 km/hr windspeed
Sector: #463 64% exposure, 13 km/hr windspeed
Sector: #466 91% exposure, 13 km/hr windspeed
Sector: #146 74% exposure, 13 km/hr windspeed
Sector: #117 52% exposure, 13 km/hr windspeed
Sector: #441 64% exposure, 13 km/hr windspeed
Sector: #451 46% exposure, 13 km/hr windspeed
Sector: #18 64% exposure, 14 km/hr windspeed
Sector: #193 23% exposure, 14 km/hr windspeed
Sector: #158 46% exposure, 14 km/hr windspeed
Sector: #449 66% exposure, 14 km/hr windspeed
Sector: #332 21% exposure, 14 km/hr windspeed
Sector: #83 11% exposure, 14 km/hr windspeed
Sector: #140 65% exposure, 14 km/hr windspeed
Sector: #81 92% exposure, 14 km/hr windspeed
Sector: #235 38% exposure, 14 km/hr windspeed
Sector: #11 6% exposure, 14 km/hr windspeed
Sector: #115 91% exposure, 14 km/hr windspeed
Sector: #355 89% exposure, 14 km/hr windspeed
Sector: #6 59% exposure, 14 km/hr windspeed
Sector: #429 3% exposure, 14 km/hr windspeed
Sector: #41 49% exposure, 14 km/hr windspeed
Sector: #314 88% exposure, 14 km/hr windspeed
Sector: #150 9% exposure, 14 km/hr windspeed
Sector: #282 20% exposure, 14 km/hr windspeed
Sector: #368 53% exposure, 14 km/hr windspeed
Sector: #229 5% exposure, 15 km/hr windspeed
Sector: #95 33% exposure, 15 km/hr windspeed
Sector: #163 10% exposure, 15 km/hr windspeed
Sector: #126 66% exposure, 15 km/hr windspeed
Sector: #225 64% exposure, 15 km/hr windspeed
Sector: #106 42% exposure, 15 km/hr windspeed
Sector: #212 96% exposure, 15 km/hr windspeed
Sector: #121 41% exposure, 15 km/hr windspeed
Sector: #207 2% exposure, 15 km/hr windspeed
Sector: #240 13% exposure, 15 km/hr windspeed
Sector: #4 100% exposure, 15 km/hr windspeed
Sector: #419 7% exposure, 15 km/hr windspeed
