----------------------------------------------------------------------
Data values
----------------------------------------------------------------------
Data by Sector
Sector: #1 35% exposure, 58 km/hr windspeed
Sector: #37 1% exposure, 13 km/hr windspeed
Sector: #443 87% exposure, 13 km/hr windspeed
Sector: #82 21% exposure, 13 km/hr windspeed
Sector: #466 51% exposure, 13 km/hr windspeed
Sector: #228 60% exposure, 13 km/hr windspeed
Sector: #391 86% exposure, 13 km/hr windspeed
Sector: #83 5% exposure, 13 km/hr windspeed
Sector: #462 72% exposure, 13 km/hr windspeed
Sector: #357 77% exposure, 13 km/hr windspeed
Sector: #140 10% exposure, 13 km/hr windspeed
Sector: #482 73% exposure, 13 km/hr windspeed
Sector: #386 8% exposure, 13 km/hr windspeed
Sector: #443 21% exposure, 13 km/hr windspeed
Sector: #317 60% exposure, 13 km/hr windspeed
Sector: #449 76% exposure, 13 km/hr windspeed
Sector: #157 55% exposure, 13 km/hr windspeed
Sector: #122 12% exposure, 13 km/hr windspeed
Sector: #75 48% exposure, 13 km/hr windspeed
Sector: #304 27% exposure, 13 km/hr windspeed
Sector: #397 64% exposure, 13 km/hr windspeed
Sector: #106 2% exposure, 13 km/hr windspeed
Sector: #346 47% exposure, 13 km/hr windspeed
Sector: #321 64% exposure, 13 km/hr windspeed
Sector: #111 93% exposure, 13 km/hr windspeed
Sector: #284 48% exposure, 13 km/hr windspeed
Sector: #224 76% exposure, 13 km/hr windspeed
Sector: #109 79% exposure, 13 km/hr windspeed
Sector: #32 72% exposure, 13 km/hr windspeed
Sector: #193 70% exposure, 13 km/hr windspeed
Sector: #150 74% exposure, 13 km/hr windspeed
Sector: #411 3% exposure, 13 km/hr windspeed
Sector: #62 89% exposure, 13 km/hr windspeed
Sector: #63 65% exposure, 13 km/hr windspeed
Sector: #305 91% exposure, 13 km/hr windspeed
Sector: #141 42% exposure, 13 km/hr windspeed
Sector: #380 83% exposure, 13 km/hr windspeed
Sector: #380 48% exposure, 13 km/hr windspeed
Sector: #356 75% exposure, 13 km/hr windspeed
Sector: #257 72% exposure, 13 km/hr windspeed
Sector: #263 20% exposure, 13 km/hr windspeed
Sector: #491 68% exposure, 13 km/hr windspeed
Sector: #385 17% exposure, 13 km/hr windspeed
Sector: #52 90% exposure, 13 km/hr windspeed
Sector: #312 54% exposure, 13 km/hr windspeed
Sector: #458 41% exposure, 13 km/hr windspeed
Sector: #427 36% exposure, 13 km/hr windspeed
Sector: #246 83% exposure, 13 km/hr windspeed
Sector: #253 98% exposure, 13 km/hr windspeed
Sector: #472 42% exposure, 13 km/hr windspeed
Sector: #171 60% exposure, 13 km/hr windspeed
Sector: #445 70% exposure, 13 km/hr windspeed
Sector: #105 63% exposure, 13 km/hr windspeed
Sector: #493 8% exposure, 13 km/hr windspeed
Sector: #29 94% exposure, 13 km/hr windspeed
Sector: #8 48% exposure, 13 km/hr windspeed
Sector: #328 41% exposure, 13 km/hr windspeed
Sector: #208 97% exposure, 13 km/hr windspeed
Sector: #222 10% exposure, 13 km/hr windspeed
Sector: #40 66% exposure, 13 km/hr windspeed
Sector: #236 23% exposure, 13 km/hr windspeed
Sector: #44 8% exposure, 13 km/hr windspeed
Sector: #468 82% exposure, 13 km/hr windspeed
Sector: #274 93% exposure, 13 km/hr windspeed
Sector: #172 83% exposure, 13 km/hr windspeed
Sector: #344 46% exposure, 13 km/hr windspeed
Sector: #179 9% exposure, 13 km/hr windspeed
Sector: #228 93% exposure, 13 km/hr windspeed
Sector: #375 2% exposure, 13 km/hr windspeed
Sector: #211 21% exposure, 13 km/hr windspeed
Sector: #249 100% exposure, 13 km/hr windspeed
Sector: #133 48% exposure, 13 km/hr windspeed
Sector: #311 49% exposure, 13 km/hr windspeed
Sector: #462 35% exposure, 13 km/hr windspeed
Sector: #73 9% exposure, 13 km/hr windspeed
Sector: #263 55% exposure, 13 km/hr windspeed
Sector: #218 46% exposure, 13 km/hr windspeed
Sector: #124 36% exposure, 13 km/hr windspeed
Sector: #424 14% exposure, 13 km/hr windspeed
Sector: #72 58% exposure, 13 km/hr windspeed
Sector: #240 40% exposure, 13 km/hr windspeed
Sector: #327 27% exposure, 13 km/hr windspeed
Sector: #428 6% exposure, 13 km/hr windspeed
Sector: #69 90% exposure, 13 km/hr windspeed
Sector: #137 79% exposure, 13 km/hr windspeed
Sector: #402 37% exposure, 13 km/hr windspeed
Sector: #162 31% exposure, 13 km/hr windspeed
Sector: #460 39% exposure, 13 km/hr windspeed
Sector: #103 55% exposure, 13 km/hr windspeed
Sector: #391 62% exposure, 13 km/hr windspeed
Sector: #7 6% exposure, 13 km/hr windspeed
Sector: #292 59% exposure, 13 km/hr windspeed
Sector: #478 47% exposure, 13 km/hr windspeed
Sector: #24 96% exposure, 13 km/hr windspeed
Sector: #329 57% exposure, 13 km/hr windspeed
Sector: #240 6% exposure, 13 km/hr windspeed
Sector: #332 74% exposure, 13 km/hr windspeed
Sector: #368 96% exposure, 13 km/hr windspeed
Sector: #352 43% exposure, 13 km/hr windspeed
Sector: #353 2% exposure, 13 km/hr windspeed
Sector: #204 62% exposure, 13 km/hr windspeed
Sector: #184 84% exposure, 13 km/hr windspeed
Sector: #499 75% exposure, 13 km/hr windspeed
Sector: #284 97% exposure, 13 km/hr windspeed
Sector: #357 99% exposure, 13 km/hr windspeed
Sector: #379 52% exposure, 13 km/hr windspeed
Sector: #109 46% exposure, 13 km/hr windspeed
Sector: #262 58% exposure, 13 km/hr windspeed
Sector: #169 21% exposure, 13 km/hr windspeed
Sector: #314 99% exposure, 13 km/hr windspeed
Sector: #417 69% exposure, 13 km/hr windspeed
Sector: #223 97% exposure, 13 km/hr windspeed
Sector: #452 20% exposure, 13 km/hr windspeed
Sector: #133 51% exposure, 13 km/hr windspeed
Sector: #317 95% exposure, 13 km/hr windspeed
Sector: #447 16% exposure, 13 km/hr windspeed
Sector: #350 41% exposure, 13 km/hr windspeed
Sector: #151 24% exposure, 13 km/hr windspeed
Sector: #143 29% exposure, 13 km/hr windspeed
Sector: #306 22% exposure, 13 km/hr windspeed
Sector: #262 23% exposure, 13 km/hr windspeed
Sector: #242 96% exposure, 13 km/hr windspeed
Sector: #377 45% exposure, 13 km/hr windspeed
Sector: #481 100% exposure, 13 km/hr windspeed
Sector: #159 75% exposure, 13 km/hr windspeed
Sector: #422 26% exposure, 13 km/hr windspeed
Sector: #245 10% exposure, 13 km/hr windspeed
Sector: #396 73% exposure, 13 km/hr windspeed
Sector: #112 2% exposure, 13 km/hr windspeed
Sector: #287 80% exposure, 13 km/hr windspeed
Sector: #154 20% exposure, 13 km/hr windspeed
Sector: #259 93% exposure, 13 km/hr windspeed
Sector: #246 19% exposure, 13 km/hr windspeed
Sector: #461 76% exposure, 13 km/hr windspeed
Sector: #109 95% exposure, 13 km/hr windspeed
Sector: #82 33% exposure, 13 km/hr windspeed
Sector: #186 4% exposure, 13 km/hr windspeed
Sector: #442 35% exposure, 13 km/hr windspeed
Sector: #387 72% exposure, 13 km/hr windspeed
Sector: #105 58% exposure, 13 km/hr windspeed
Sector: #209 7% exposure, 13 km/hr windspeed
Sector: #217 22% exposure, 13 km/hr windspeed
Sector: #48 64% exposure, 13 km/hr windspeed
Sector: #234 62% exposure, 13 km/hr windspeed
Sector: #487 65% exposure, 13 km/hr windspeed
Sector: #216 91% exposure, 13 km/hr windspeed
Sector: #259 76% exposure, 13 km/hr windspeed
Sector: #140 23% exposure, 13 km/hr windspeed
Sector: #494 83% exposure, 13 km/hr windspeed
Sector: #120 76% exposure, 13 km/hr windspeed
Sector: #11 25% exposure, 13 km/hr windspeed
Sector: #148 33% exposure, 13 km/hr windspeed
Sector: #338 12% exposure, 13 km/hr windspeed
Sector: #15 51% exposure, 13 km/hr windspeed
Sector: #462 21% exposure, 13 km/hr windspeed
Sector: #43 95% exposure, 13 km/hr windspeed
Sector: #283 58% exposure, 13 km/hr windspeed
Sector: #403 15% exposure, 13 km/hr windspeed
Sector: #350 60% exposure, 13 km/hr windspeed
Sector: #95 55% exposure, 13 km/hr windspeed
Sector: #487 97% exposure, 13 km/hr windspeed
Sector: #171 72% exposure, 13 km/hr windspeed
Sector: #291 12% exposure, 13 km/hr windspeed
Sector: #76 61% exposure, 13 km/hr windspeed
Sector: #74 2% exposure, 13 km/hr windspeed
Sector: #403 48% exposure, 13 km/hr windspeed
Sector: #45 100% exposure, 13 km/hr windspeed
Sector: #22 7% exposure, 13 km/hr windspeed
Sector: #112 72% exposure, 13 km/hr windspeed
Sector: #249 53% exposure, 13 km/hr windspeed
Sector: #344 27% exposure, 13 km/hr windspeed
Sector: #384 41% exposure, 13 km/hr windspeed
Sector: #187 7% exposure, 13 km/hr windspeed
Sector: #417 96% exposure, 13 km/hr windspeed
Sector: #285 68% exposure, 13 km/hr windspeed
Sector: #213 54% exposure, 13 km/hr windspeed
Sector: #261 28% exposure, 13 km/hr windspeed
Sector: #350 23% exposure, 13 km/hr windspeed
Sector: #396 71% exposure, 13 km/hr windspeed
Sector: #254 50% exposure, 13 km/hr windspeed
Sector: #105 33% exposure, 13 km/hr windspeed
Sector: #463 64% exposure, 13 km/hr windspeed
Sector: #466 91% exposure, 13 km/hr windspeed
Sector: #146 74% exposure, 13 km/hr windspeed
Sector: #117 52% exposure, 13 km/hr windspeed
Sector: #441 64% exposure, 13 km/hr windspeed
Sector: #451 46% exposure, 13 km/hr windspeed
Sector: #51 38% exposure, 14 km/hr windspeed
Sector: #218 88% exposure, 14 km/hr windspeed
Sector: #380 42% exposure, 14 km/hr windspeed
Sector: #483 48% exposure, 14 km/hr windspeed
Sector: #337 23% exposure, 14 km/hr windspeed
Sector: #188 87% exposure, 14 km/hr windspeed
Sector: #270 6% exposure, 14 km/hr windspeed
Sector: #29 54% exposure, 14 km/hr windspeed
Sector: #340 82% exposure, 14 km/hr windspeed
Sector: #451 79% exposure, 14 km/hr windspeed
Sector: #126 2% exposure, 14 km/hr windspeed
Sector: #138 94% exposure, 14 km/hr windspeed
Sector: #438 96% exposure, 14 km/hr windspeed
Sector: #237 51% exposure, 14 km/hr windspeed
Sector: #255 53% exposure, 14 km/hr windspeed
Sector: #261 56% exposure, 14 km/hr windspeed
Sector: #80 1% exposure, 14 km/hr windspeed
Sector: #207 98% exposure, 14 km/hr windspeed
Sector: #337 30% exposure, 14 km/hr windspeed
Sector: #189 73% exposure, 14 km/hr windspeed
Sector: #3 10% exposure, 14 km/hr windspeed
Sector: #65 46% exposure, 14 km/hr windspeed
Sector: #5 77% exposure, 14 km/hr windspeed
Sector: #359 99% exposure, 14 km/hr windspeed
Sector: #346 38% exposure, 14 km/hr windspeed
Sector: #360 68% exposure, 14 km/hr windspeed
Sector: #268 68% exposure, 14 km/hr windspeed
Sector: #401 25% exposure, 14 km/hr windspeed
Sector: #262 90% exposure, 14 km/hr windspeed
Sector: #243 61% exposure, 14 km/hr windspeed
Sector: #415 92% exposure, 14 km/hr windspeed
Sector: #477 21% exposure, 14 km/hr windspeed
Sector: #271 99% exposure, 14 km/hr windspeed
Sector: #19 72% exposure, 14 km/hr windspeed
Sector: #74 32% exposure, 14 km/hr windspeed
Sector: #344 100% exposure, 14 km/hr windspeed
Sector: #436 95% exposure, 14 km/hr windspeed
Sector: #249 96% exposure, 14 km/hr windspeed
Sector: #16 74% exposure, 14 km/hr windspeed
Sector: #487 65% exposure, 14 km/hr windspeed
Sector: #384 94% exposure, 14 km/hr windspeed
Sector: #375 49% exposure, 14 km/hr windspeed
Sector: #421 44% exposure, 14 km/hr windspeed
Sector: #272 11% exposure, 14 km/hr windspeed
Sector: #411 26% exposure, 14 km/hr windspeed
Sector: #398 26% exposure, 14 km/hr windspeed
Sector: #458 93% exposure, 14 km/hr windspeed
Sector: #283 63% exposure, 14 km/hr windspeed
Sector: #198 78% exposure, 14 km/hr windspeed
Sector: #143 14% exposure, 14 km/hr windspeed
Sector: #12 80% exposure, 14 km/hr windspeed
Sector: #9 92% exposure, 14 km/hr windspeed
Sector: #87 21% exposure, 14 km/hr windspeed
Sector: #217 13% exposure, 14 km/hr windspeed
Sector: #16 2% exposure, 14 km/hr windspeed
Sector: #188 10% exposure, 14 km/hr windspeed
Sector: #372 87% exposure, 14 km/hr windspeed
Sector: #456 19% exposure, 14 km/hr windspeed
Sector: #227 14% exposure, 14 km/hr windspeed
Sector: #276 52% exposure, 14 km/hr windspeed
Sector: #4 70% exposure, 14 km/hr windspeed
Sector: #483 46% exposure, 14 km/hr windspeed
Sector: #112 93% exposure, 14 km/hr windspeed
Sector: #295 51% exposure, 14 km/hr windspeed
Sector: #438 13% exposure, 14 km/hr windspeed
Sector: #191 41% exposure, 14 km/hr windspeed
Sector: #366 70% exposure, 14 km/hr windspeed
Sector: #244 26% exposure, 14 km/hr windspeed
Sector: #171 6% exposure, 14 km/hr windspeed
Sector: #408 6% exposure, 14 km/hr windspeed
Sector: #22 17% exposure, 14 km/hr windspeed
Sector: #473 3% exposure, 14 km/hr windspeed
Sector: #401 52% exposure, 14 km/hr windspeed
Sector: #205 65% exposure, 14 km/hr windspeed
Sector: #126 8% exposure, 14 km/hr windspeed
Sector: #352 84% exposure, 14 km/hr windspeed
Sector: #161 83% exposure, 14 km/hr windspeed
Sector: #306 56% exposure, 14 km/hr windspeed
Sector: #18 71% exposure, 14 km/hr windspeed
Sector: #398 43% exposure, 14 km/hr windspeed
Sector: #483 29% exposure, 14 km/hr windspeed
Sector: #306 92% exposure, 14 km/hr windspeed
Sector: #82 97% exposure, 14 km/hr windspeed
Sector: #241 34% exposure, 14 km/hr windspeed
Sector: #434 10% exposure, 14 km/hr windspeed
Sector: #346 81% exposure, 14 km/hr windspeed
Sector: #275 5% exposure, 14 km/hr windspeed
Sector: #190 10% exposure, 14 km/hr windspeed
Sector: #268 81% exposure, 14 km/hr windspeed
Sector: #162 42% exposure, 14 km/hr windspeed
Sector: #392 13% exposure, 14 km/hr windspeed
Sector: #90 96% exposure, 14 km/hr windspeed
Sector: #362 53% exposure, 14 km/hr windspeed
Sector: #438 99% exposure, 14 km/hr windspeed
Sector: #422 12% exposure, 14 km/hr windspeed
Sector: #403 19% exposure, 14 km/hr windspeed
Sector: #26 46% exposure, 14 km/hr windspeed
Sector: #457 18% exposure, 14 km/hr windspeed
Sector: #240 58% exposure, 14 km/hr windspeed
Sector: #493 23% exposure, 14 km/hr windspeed
Sector: #201 32% exposure, 14 km/hr windspeed
Sector: #275 52% exposure, 14 km/hr windspeed
Sector: #164 40% exposure, 14 km/hr windspeed
Sector: #498 63% exposure, 14 km/hr windspeed
Sector: #489 77% exposure, 14 km/hr windspeed
Sector: #474 96% exposure, 14 km/hr windspeed
Sector: #248 58% exposure, 14 km/hr windspeed
Sector: #183 29% exposure, 14 km/hr windspeed
Sector: #122 11% exposure, 14 km/hr windspeed
Sector: #259 27% exposure, 14 km/hr windspeed
Sector: #185 60% exposure, 14 km/hr windspeed
Sector: #379 18% exposure, 14 km/hr windspeed
Sector: #358 19% exposure, 14 km/hr windspeed
Sector: #231 97% exposure, 14 km/hr windspeed
Sector: #272 40% exposure, 14 km/hr windspeed
Sector: #278 23% exposure, 14 km/hr windspeed
Sector: #444 89% exposure, 14 km/hr windspeed
Sector: #416 29% exposure, 14 km/hr windspeed
Sector: #448 59% exposure, 14 km/hr windspeed
Sector: #275 52% exposure, 14 km/hr windspeed
Sector: #414 42% exposure, 14 km/hr windspeed
Sector: #42 55% exposure, 14 km/hr windspeed
Sector: #303 71% exposure, 14 km/hr windspeed
Sector: #140 19% exposure, 14 km/hr windspeed
Sector: #353 19% exposure, 14 km/hr windspeed
Sector: #367 85% exposure, 14 km/hr windspeed
Sector: #129 99% exposure, 14 km/hr windspeed
Sector: #377 26% exposure, 14 km/hr windspeed
Sector: #261 12% exposure, 14 km/hr windspeed
Sector: #19 34% exposure, 14 km/hr windspeed
Sector: #203 47% exposure, 14 km/hr windspeed
Sector: #229 25% exposure, 14 km/hr windspeed
Sector: #434 82% exposure, 14 km/hr windspeed
Sector: #401 77% exposure, 14 km/hr windspeed
Sector: #111 21% exposure, 14 km/hr windspeed
Sector: #416 22% exposure, 14 km/hr windspeed
Sector: #88 78% exposure, 14 km/hr windspeed
Sector: #262 18% exposure, 14 km/hr windspeed
Sector: #298 18% exposure, 14 km/hr windspeed
Sector: #333 100% exposure, 14 km/hr windspeed
Sector: #419 7% exposure, 14 km/hr windspeed
Sector: #438 32% exposure, 14 km/hr windspeed
Sector: #114 28% exposure, 14 km/hr windspeed
Sector: #333 41% exposure, 14 km/hr windspeed
Sector: #182 28% exposure, 14 km/hr windspeed
Sector: #78 72% exposure, 14 km/hr windspeed
Sector: #415 94% exposure, 14 km/hr windspeed
Sector: #246 71% exposure, 14 km/hr windspeed
Sector: #57 27% exposure, 14 km/hr windspeed
Sector: #478 45% exposure, 14 km/hr windspeed
Sector: #153 91% exposure, 14 km/hr windspeed
Sector: #334 59% exposure, 14 km/hr windspeed
Sector: #384 11% exposure, 14 km/hr windspeed
Sector: #498 9% exposure, 14 km/hr windspeed
Sector: #189 58% exposure, 14 km/hr windspeed
Sector: #63 58% exposure, 14 km/hr windspeed
Sector: #81 85% exposure, 14 km/hr windspeed
Sector: #76 18% exposure, 14 km/hr windspeed
Sector: #35 5% exposure, 14 km/hr windspeed
Sector: #463 10% exposure, 14 km/hr windspeed
Sector: #305 23% exposure, 14 km/hr windspeed
Sector: #499 32% exposure, 14 km/hr windspeed
Sector: #136 11% exposure, 14 km/hr windspeed
Sector: #18 64% exposure, 14 km/hr windspeed
Sector: #193 23% exposure, 14 km/hr windspeed
Sector: #158 46% exposure, 14 km/hr windspeed
Sector: #449 66% exposure, 14 km/hr windspeed
Sector: #332 21% exposure, 14 km/hr windspeed
Sector: #83 11% exposure, 14 km/hr windspeed
Sector: #140 65% exposure, 14 km/hr windspeed
Sector: #81 92% exposure, 14 km/hr windspeed
Sector: #235 38% exposure, 14 km/hr windspeed
Sector: #11 6% exposure, 14 km/hr windspeed
Sector: #115 91% exposure, 14 km/hr windspeed
Sector: #355 89% exposure, 14 km/hr windspeed
Sector: #6 59% exposure, 14 km/hr windspeed
Sector: #429 3% exposure, 14 km/hr windspeed
Sector: #41 49% exposure, 14 km/hr windspeed
Sector: #314 88% exposure, 14 km/hr windspeed
Sector: #150 9% exposure, 14 km/hr windspeed
Sector: #282 20% exposure, 14 km/hr windspeed
Sector: #368 53% exposure, 14 km/hr windspeed
Sector: #10 95% exposure, 15 km/hr windspeed
Sector: #434 45% exposure, 15 km/hr windspeed
Sector: #125 11% exposure, 15 km/hr windspeed
Sector: #384 28% exposure, 15 km/hr windspeed
Sector: #497 68% exposure, 15 km/hr windspeed
Sector: #431 49% exposure, 15 km/hr windspeed
Sector: #298 5% exposure, 15 km/hr windspeed
Sector: #342 19% exposure, 15 km/hr windspeed
Sector: #438 38% exposure, 15 km/hr windspeed
Sector: #418 24% exposure, 15 km/hr windspeed
Sector: #457 90% exposure, 15 km/hr windspeed
Sector: #371 24% exposure, 15 km/hr windspeed
Sector: #211 95% exposure, 15 km/hr windspeed
Sector: #381 60% exposure, 15 km/hr windspeed
Sector: #355 67% exposure, 15 km/hr windspeed
Sector: #285 37% exposure, 15 km/hr windspeed
Sector: #234 29% exposure, 15 km/hr windspeed
Sector: #363 3% exposure, 15 km/hr windspeed
Sector: #357 51% exposure, 15 km/hr windspeed
Sector: #162 1% exposure, 15 km/hr windspeed
Sector: #65 69% exposure, 15 km/hr windspeed
Sector: #65 91% exposure, 15 km/hr windspeed
Sector: #324 54% exposure, 15 km/hr windspeed
Sector: #483 77% exposure, 15 km/hr windspeed
Sector: #176 8% exposure, 15 km/hr windspeed
Sector: #194 16% exposure, 15 km/hr windspeed
Sector: #198 79% exposure, 15 km/hr windspeed
Sector: #489 62% exposure, 15 km/hr windspeed
Sector: #166 26% exposure, 15 km/hr windspeed
Sector: #272 99% exposure, 15 km/hr windspeed
Sector: #219 8% exposure, 15 km/hr windspeed
Sector: #67 18% exposure, 15 km/hr windspeed
Sector: #397 63% exposure, 15 km/hr windspeed
Sector: #84 14% exposure, 15 km/hr windspeed
Sector: #496 32% exposure, 15 km/hr windspeed
Sector: #453 91% exposure, 15 km/hr windspeed
Sector: #99 35% exposure, 15 km/hr windspeed
Sector: #97 52% exposure, 15 km/hr windspeed
Sector: #204 78% exposure, 15 km/hr windspeed
Sector: #123 40% exposure, 15 km/hr windspeed
Sector: #496 36% exposure, 15 km/hr windspeed
Sector: #25 66% exposure, 15 km/hr windspeed
Sector: #343 82% exposure, 15 km/hr windspeed
Sector: #237 31% exposure, 15 km/hr windspeed
Sector: #188 41% exposure, 15 km/hr windspeed
Sector: #173 26% exposure, 15 km/hr windspeed
Sector: #379 60% exposure, 15 km/hr windspeed
Sector: #274 16% exposure, 15 km/hr windspeed
Sector: #323 41% exposure, 15 km/hr windspeed
Sector: #399 68% exposure, 15 km/hr windspeed
Sector: #299 70% exposure, 15 km/hr windspeed
Sector: #218 41% exposure, 15 km/hr windspeed
Sector: #421 43% exposure, 15 km/hr windspeed
Sector: #169 11% exposure, 15 km/hr windspeed
Sector: #378 62% exposure, 15 km/hr windspeed
Sector: #21 34% exposure, 15 km/hr windspeed
Sector: #374 10% exposure, 15 km/hr windspeed
Sector: #345 63% exposure, 15 km/hr windspeed
Sector: #474 2% exposure, 15 km/hr windspeed
Sector: #206 99% exposure, 15 km/hr windspeed
Sector: #221 52% exposure, 15 km/hr windspeed
Sector: #132 98% exposure, 15 km/hr windspeed
Sector: #160 29% exposure, 15 km/hr windspeed
Sector: #78 65% exposure, 15 km/hr windspeed
Sector: #195 100% exposure, 15 km/hr windspeed
Sector: #485 41% exposure, 15 km/hr windspeed
Sector: #188 40% exposure, 15 km/hr windspeed
Sector: #192 34% exposure, 15 km/hr windspeed
Sector: #65 94% exposure, 15 km/hr windspeed
Sector: #286 93% exposure, 15 km/hr windspeed
Sector: #259 48% exposure, 15 km/hr windspeed
Sector: #474 92% exposure, 15 km/hr windspeed
Sector: #378 98% exposure, 15 km/hr windspeed
Sector: #481 15% exposure, 15 km/hr windspeed
Sector: #232 9% exposure, 15 km/hr windspeed
Sector: #443 19% exposure, 15 km/hr windspeed
Sector: #372 13% exposure, 15 km/hr windspeed
Sector: #103 69% exposure, 15 km/hr windspeed
Sector: #387 77% exposure, 15 km/hr windspeed
Sector: #154 52% exposure, 15 km/hr windspeed
Sector: #187 1% exposure, 15 km/hr windspeed
Sector: #112 63% exposure, 15 km/hr windspeed
Sector: #267 49% exposure, 15 km/hr windspeed
Sector: #494 31% exposure, 15 km/hr windspeed
Sector: #444 83% exposure, 15 km/hr windspeed
Sector: #34 79% exposure, 15 km/hr windspeed
Sector: #319 67% exposure, 15 km/hr windspeed
Sector: #366 26% exposure, 15 km/hr windspeed
Sector: #114 98% exposure, 15 km/hr windspeed
Sector: #444 4% exposure, 15 km/hr windspeed
Sector: #99 38% exposure, 15 km/hr windspeed
Sector: #64 72% exposure, 15 km/hr windspeed
Sector: #395 9% exposure, 15 km/hr windspeed
Sector: #145 18% exposure, 15 km/hr windspeed
Sector: #437 18% exposure, 15 km/hr windspeed
Sector: #97 27% exposure, 15 km/hr windspeed
Sector: #419 66% exposure, 15 km/hr windspeed
Sector: #163 41% exposure, 15 km/hr windspeed
Sector: #414 91% exposure, 15 km/hr windspeed
Sector: #178 82% exposure, 15 km/hr windspeed
Sector: #256 53% exposure, 15 km/hr windspeed
Sector: #8 19% exposure, 15 km/hr windspeed
Sector: #419 51% exposure, 15 km/hr windspeed
Sector: #366 49% exposure, 15 km/hr windspeed
Sector: #272 96% exposure, 15 km/hr windspeed
Sector: #275 94% exposure, 15 km/hr windspeed
Sector: #256 44% exposure, 15 km/hr windspeed
Sector: #134 7% exposure, 15 km/hr windspeed
Sector: #215 2% exposure, 15 km/hr windspeed
Sector: #469 3% exposure, 15 km/hr windspeed
Sector: #21 61% exposure, 15 km/hr windspeed
Sector: #38 4% exposure, 15 km/hr windspeed
Sector: #458 65% exposure, 15 km/hr windspeed
Sector: #155 84% exposure, 15 km/hr windspeed
Sector: #167 72% exposure, 15 km/hr windspeed
Sector: #181 25% exposure, 15 km/hr windspeed
Sector: #353 39% exposure, 15 km/hr windspeed
Sector: #281 64% exposure, 15 km/hr windspeed
Sector: #303 79% exposure, 15 km/hr windspeed
Sector: #448 100% exposure, 15 km/hr windspeed
Sector: #253 62% exposure, 15 km/hr windspeed
Sector: #412 81% exposure, 15 km/hr windspeed
Sector: #245 38% exposure, 15 km/hr windspeed
Sector: #53 43% exposure, 15 km/hr windspeed
Sector: #442 62% exposure, 15 km/hr windspeed
Sector: #90 10% exposure, 15 km/hr windspeed
Sector: #195 21% exposure, 15 km/hr windspeed
Sector: #143 55% exposure, 15 km/hr windspeed
Sector: #138 27% exposure, 15 km/hr windspeed
Sector: #379 100% exposure, 15 km/hr windspeed
Sector: #437 74% exposure, 15 km/hr windspeed
Sector: #58 53% exposure, 15 km/hr windspeed
Sector: #192 13% exposure, 15 km/hr windspeed
Sector: #247 12% exposure, 15 km/hr windspeed
Sector: #456 2% exposure, 15 km/hr windspeed
Sector: #116 46% exposure, 15 km/hr windspeed
Sector: #103 4% exposure, 15 km/hr windspeed
Sector: #96 66% exposure, 15 km/hr windspeed
Sector: #51 100% exposure, 15 km/hr windspeed
Sector: #135 12% exposure, 15 km/hr windspeed
Sector: #234 44% exposure, 15 km/hr windspeed
Sector: #79 30% exposure, 15 km/hr windspeed
Sector: #454 54% exposure, 15 km/hr windspeed
Sector: #239 90% exposure, 15 km/hr windspeed
Sector: #171 5% exposure, 15 km/hr windspeed
Sector: #246 85% exposure, 15 km/hr windspeed
Sector: #356 64% exposure, 15 km/hr windspeed
Sector: #271 38% exposure, 15 km/hr windspeed
Sector: #56 19% exposure, 15 km/hr windspeed
Sector: #189 3% exposure, 15 km/hr windspeed
Sector: #277 87% exposure, 15 km/hr windspeed
Sector: #292 40% exposure, 15 km/hr windspeed
Sector: #167 86% exposure, 15 km/hr windspeed
Sector: #334 56% exposure, 15 km/hr windspeed
Sector: #289 43% exposure, 15 km/hr windspeed
Sector: #496 14% exposure, 15 km/hr windspeed
Sector: #42 85% exposure, 15 km/hr windspeed
Sector: #415 26% exposure, 15 km/hr windspeed
Sector: #397 7% exposure, 15 km/hr windspeed
Sector: #447 19% exposure, 15 km/hr windspeed
Sector: #358 5% exposure, 15 km/hr windspeed
Sector: #122 43% exposure, 15 km/hr windspeed
Sector: #312 47% exposure, 15 km/hr windspeed
Sector: #215 7% exposure, 15 km/hr windspeed
Sector: #221 43% exposure, 15 km/hr windspeed
Sector: #253 38% exposure, 15 km/hr windspeed
Sector: #409 100% exposure, 15 km/hr windspeed
Sector: #183 44% exposure, 15 km/hr windspeed
Sector: #287 56% exposure, 15 km/hr windspeed
Sector: #341 12% exposure, 15 km/hr windspeed
Sector: #271 69% exposure, 15 km/hr windspeed
Sector: #498 33% exposure, 15 km/hr windspeed
Sector: #476 12% exposure, 15 km/hr windspeed
Sector: #423 42% exposure, 15 km/hr windspeed
Sector: #491 49% exposure, 15 km/hr windspeed
Sector: #368 98% exposure, 15 km/hr windspeed
Sector: #379 68% exposure, 15 km/hr windspeed
Sector: #266 96% exposure, 15 km/hr windspeed
Sector: #432 88% exposure, 15 km/hr windspeed
Sector: #187 94% exposure, 15 km/hr windspeed
Sector: #35 28% exposure, 15 km/hr windspeed
Sector: #153 42% exposure, 15 km/hr windspeed
Sector: #93 5% exposure, 15 km/hr windspeed
Sector: #427 12% exposure, 15 km/hr windspeed
Sector: #453 21% exposure, 15 km/hr windspeed
Sector: #229 5% exposure, 15 km/hr windspeed
Sector: #95 33% exposure, 15 km/hr windspeed
Sector: #163 10% exposure, 15 km/hr windspeed
Sector: #126 66% exposure, 15 km/hr windspeed
